TARGET_deathRate,avgAnnCount,avgDeathsPerYear,incidenceRate,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPublicCoverage,PctMarriedHouseholds,BirthRate
225.1,211,80,586.2,33095,19.9,0,38.4,36.3,40.1,West South Central States,2.61,39.7,38.3,48.6,7.9,62.8,41.8193191,4.869631902
217.7,105,47,518.6,15858,24.6,0,39.6,37.8,42.2,West South Central States,2.49,46.1,41.9,43,6.9,55.6,46.82013912,4.002444241
188.6,2350,941,473.9,436275,15.8,430.9208641,38.7,37.2,40.2,West South Central States,2.57,43.1,31.1,60.1,6.7,58.6,41.56296102,5.165714506
208,179,78,499.6,31439,21.7,0,38.4,35.7,40,West South Central States,2.65,46.6,41.1,52.3,9.2,57.5,45.89769997,7.155147691
182.9,1015,377,487.3,240098,15.1,79.13435347,34,33,35,West South Central States,2.55,44.6,28.7,63.9,6.3,67.8,43.47659981,5.986172971
198.7,478,203,467.5,98325,17.6,20.34070684,36.6,35.6,37.6,West South Central States,2.68,49.4,39.1,56.8,7,63.4,51.08732299,4.817078346
209.6,81,37,464.8,14974,18,0,38.6,37.4,42.1,West South Central States,2.46,52.3,43.6,45.5,6.3,61.3,53.6840209,5.144490314
205.7,188,90,436.3,47774,29.7,0,27.4,26.2,28.6,West South Central States,2.56,35,27.7,53.3,11.9,63.4,37.25318889,4.279213153
186.5,594,215,494.6,137788,12.3,0,35.3,34.6,36.2,West South Central States,2.79,52.2,40.2,60.4,7,64.3,54.24088389,5.711293942
181.9,47,22,379,11514,41.4,0,34.6,32.9,36.5,West South Central States,2.55,34.6,39.6,42.7,16.9,36.8,34.2364532,4.463336876
186.4,155,63,457.3,26395,29.4,37.88596325,39.3,37.2,41.1,West South Central States,2.5,42.9,43.5,47,8,46.9,42.03120513,4.979184013
181.5,189,78,447.2,39179,31.1,0,33.8,32.2,34.7,West South Central States,2.66,40.6,33.7,46.7,12.2,53.1,40.46070836,3.688606085
193.6,1619,680,466,389617,27.9,523.5911164,35.4,34.7,36.1,West South Central States,2.38,30,23.2,54.1,10.3,53.9,26.74611467,5.131693567
199.7,760,318,480.9,156761,23.6,140.3410287,34.7,33.5,35.9,West South Central States,2.55,41.9,32.9,53.8,8,55.1,41.69526781,6.070254725
180.7,106,41,458.7,23495,16,0,36.5,36.6,36.4,West South Central States,2.7,52.2,39.3,54.2,4.7,67.4,51.06802879,6.549831829
188.2,146,54,507.4,22251,18.3,44.94180037,42.6,42,43.4,West South Central States,0.0256,45.3,41.7,51.4,8.3,59.2,45.65665826,4.275724276
189,707,279,484.9,132141,19.8,75.67673924,37.4,35.3,39.1,West South Central States,2.68,44.2,37,51.1,8.6,57.1,44.89449176,4.202589635
172.2,46,18,431.7,8593,25.3,0,39.8,36.8,41.6,West South Central States,2.54,44.2,44.3,47,9.2,51.4,41.70064065,10.40892193
191.3,110,46,456.4,20523,24.9,0,38,35.7,40.4,West South Central States,2.59,49.5,41,49.7,9.6,46.5,49.86218664,3.43803056
202.5,157,64,500.4,24186,21.2,82.69246672,41.5,41.1,42,West South Central States,2.6,51.8,42,46.2,10.6,57.2,50.00545197,6.366608963
233.1,168,75,516.9,45408,17.9,0,33,32.7,33.3,West South Central States,2.92,43,40.9,54.1,12.2,61.6,44.73014782,5.677721702
190.3,238,92,470.8,52812,12.1,37.87018102,37.2,36,37.9,West South Central States,2.83,48.7,36.7,60.9,7.7,66.5,50.8948485,6.11124004
212.5,61,28,461.5,10567,24,0,39.2,37.1,41.2,West South Central States,2.59,42.3,45.7,42,14.4,44.6,42.29000242,3.087986464
201.2,120,48,497.4,21567,16.1,0,38.8,36.7,40.2,West South Central States,2.69,46.7,44.8,53,11,64.7,47.51381215,4.363776791
200.6,209,87,460.8,43626,20.8,0,36,35.2,36.8,West South Central States,2.83,44.7,37.5,57.4,9.2,59,47.21497522,4.727439304
217.8,497,202,530.4,83848,30.1,0,36.6,35.2,37.8,West South Central States,2.68,43.1,44.5,49.2,6.1,56.3,42.65554216,6.971510409
198.1,272,106,499.7,53835,18,0,36.7,35.5,37.7,West South Central States,2.77,49.5,42.1,57.9,7.2,60.9,50.31750197,6.463878327
200.6,282,118,474,52810,21.8,0,37.7,37.1,38.2,West South Central States,2.58,43,43.4,50.7,12.2,51.3,41.74704724,6.284065406
177.7,1273,458,494.5,250088,11.2,115.9591824,39.8,38.7,41,West South Central States,2.7,54.3,27,58.5,7.6,67.8,55.78754661,5.430602081
207.1,599,250,489.9,128755,22.5,62.13350938,412.8,33,35.6,West South Central States,2.68,44.4,35.6,54.9,10.7,55.4,45.4565442,3.432793045
142.5,27,10,389,4740,32,0,43,40.7,47.3,West South Central States,0.0248,33.8,45.6,42.5,15.6,38.7,31.95822454,2.925809822
213.2,549,234,493.1,113972,20.9,96.51493349,35.2,34.4,36,West South Central States,2.78,47.7,40,55.6,5.5,59.8,47.74235394,5.230870955
220.2,134,65,463.9,22477,22,0,41.7,40.3,43.4,West South Central States,2.6,50.1,44.9,45,7.7,56.1,50.46377833,4.316239316
180.3,328,113,529.1,59875,18.3,0,36.7,35.6,37.7,West South Central States,2.69,48.5,41,54.1,8.5,60.1,48.38043678,5.605176173
204.5,207,85,478.1,50803,13.9,0,30,28.8,31.4,West South Central States,2.82,55,35.8,44.8,7.5,69.3,55.90180473,7.229203118
224.8,296,125,536.6,46371,29.1,0,39.2,37.4,41.2,West South Central States,2.54,46.8,40.5,41.9,15,47.4,45.29652352,6.368497812
205,256,110,485.3,40021,22.2,0,40.9,38.5,43.1,West South Central States,2.51,44,40.5,47.6,7.6,52.8,42.25182366,6.027155315
182.8,126,42,526.7,25490,20.5,0,35.4,34.6,36.7,West South Central States,2.61,47.1,39.2,61,6.5,68.1,47.02037259,5.538105472
195.6,65,30,443.2,11293,22.5,0,39.7,37.8,41.4,West South Central States,2.48,46.6,44,43.2,11.9,45.9,46.08938547,5.737356566
148.2,73,24,429,15385,24,0,40.4,40.5,39.9,West South Central States,3.04,36.1,33.7,38.5,8.5,68.3,54.43620557,6.799830004
227.5,96,41,524.4,14568,26.8,0,41.3,40.1,42.6,West South Central States,2.36,46.9,42,41.3,6.3,56.1,49.35606748,4.891661195
188,600,242,478.2,107233,15.4,83.92938741,40.6,39.6,41.4,New England,2.34,49,37.2,54.1,7.2,65.5,46.16229053,5.235413921
188.2,486,200,472.8,68628,20.1,14.571312,46.6,45.6,47.6,New England,2.24,54.1,39,52.3,7.5,57.1,50.4167353,5.029215359
173.3,1620,607,479.6,289977,10.8,500.0396583,41.9,40.3,43.3,New England,2.37,49.4,24.1,64.5,5.4,74.3,47.825159,3.772833827
167.5,177,69,435.2,29991,15.8,0,44.9,44.1,45.6,New England,0.0248,51.3,36.9,56.7,7.7,63.4,52.41955916,3.482221569
165.4,383,136,491.9,54659,12.9,18.29524872,47.4,46.2,48.4,New England,2.18,54.1,33.1,57.7,7.7,64,49.67789586,5.103569855
193.2,741,308,478.4,119980,13.8,300.0500083,44,43.2,44.6,New England,2.28,49.6,35.6,54.1,7.7,67.6,47.20175728,4.823685961
169.4,284,108,484.9,39855,13.9,501.8190942,47.2,45.3,49.2,New England,2.27,51.5,34.8,54.1,5.7,64.3,48.88522854,4.550819672
170.6,236,99,436.6,33969,11.7,58.87721158,49.8,48.5,51,New England,2.25,53.5,32.1,57.1,4.2,65.3,50.57139016,5.786534285
189,371,154,477.6,57202,16.1,0,45.7,45.2,46,New England,2.6,48.1,45.6,54.1,9.2,59,49.89663252,4.600845561
187.5,929,355,507.3,152692,18,438.7918162,41.3,39.9,42.8,New England,2.36,48,34.9,56.1,7.8,63.3,48.02575315,4.133114215
194,128,53,478.1,16931,20.3,0,49.8,49.5,50.1,New England,2.24,52.8,40.5,45.8,10.5,53.8,48.82454509,6.290471785
173.6,208,82,451.7,35149,10.5,56.90062306,45.2,44.2,46,New England,2.26,54.2,31.6,61.3,5.7,69.4,49.67867575,5.263857504
200.2,313,139,458.3,51113,17.3,0,44.9,44.2,45.4,New England,2.34,51.2,41.3,52.6,9.5,56.1,48.88990826,4.712136228
180.1,250,93,484,39155,15,0,45,44.3,46,New England,2.26,53.7,34,57.2,7.5,62.1,50.29606821,4.975063861
216.7,242,110,501.5,31625,18.5,0,46.8,45.9,47.8,New England,2.18,51,38.3,48.3,9.8,51,46.79255959,5.793688177
173.7,1246,451,497.7,201169,11.2,159.0702345,44.1,42.9,45.2,New England,2.4,52.6,31.6,63.1,5.9,72.2,51.22310568,5.050755137
172.2,517,183,519.3,72528,18.5,261.9677917,41.5,39,44.1,Mid-Atlantic Region,2.33,44.2,42,48,10,66.4,45.91512498,4.613602728
176,2676,977,468.1,564195,6.7,69.12503656,38.4,36.8,39.7,Mid-Atlantic Region,2.66,51.7,25,64.2,5.9,81.6,53.20651532,5.291115354
171,4499,1714,472.3,831128,9.8,216.5731392,39.1,37.4,40.6,Mid-Atlantic Region,2.56,46.2,27.2,61.9,6.9,75.2,45.91882391,5.073719664
175.2,406,153,444.5,90595,7.2,0,40.6,39.8,41.7,Mid-Atlantic Region,2.87,52.7,31.5,63.9,7.6,82.1,57.54132563,3.454078056
185.6,174,69,465.1,32579,16,0,40.1,39,40.6,Mid-Atlantic Region,2.7,50.2,40.7,59.6,8.8,61.6,51.23322148,5.404323459
171.1,862,326,456.2,167627,5.9,89.48439094,42.2,41,43.1,Mid-Atlantic Region,2.73,56.7,30.6,65.6,4.6,84.5,61.33424438,4.31864301
195.5,522,207,484.3,102382,10.6,419.9957024,40.1,39.5,40.5,Mid-Atlantic Region,0.0273,52.5,37.8,60.7,7.5,72.9,54.36451753,4.297102051
186.7,572,239,420.5,156118,7.2,0,37.7,36.2,38.9,Mid-Atlantic Region,2.84,50,32.2,64.2,6.3,82.3,52.66592692,4.693221178
185.4,210,84,481.6,32384,17.5,0,43.8,42,45.1,Mid-Atlantic Region,2.41,47.9,38.3,58.2,10.4,61.7,44.47794949,5.456570156
155.6,1037,367,435.9,245322,6.5,114.1357074,39.1,38.1,40.1,Mid-Atlantic Region,2.68,54.7,25.2,67,5.8,81.6,56.5676769,4.557287265
154.8,166,64,417.1,29460,12.4,0,44.5,42.8,45.6,Mid-Atlantic Region,2.47,56.5,42.2,56.1,7,62.5,57.15249094,6.553245117
169.9,1302,450,485.5,250290,8,79.90730752,40.1,38.6,41.3,Mid-Atlantic Region,2.69,54.7,28.1,64.2,6.4,81.9,56.59293338,6.156408818
131.9,1186,346,418.1,313414,6.1,165.9147326,38.8,37.5,39.7,Mid-Atlantic Region,2.78,58,14.2,54.1,4.9,84.7,60.23950993,5.158672656
180,140,59,461.7,19787,13.8,0,46.2,44.2,47.4,Mid-Atlantic Region,2.39,47,33.2,53.2,7.2,68.1,48.49160546,4.528650647
120.1,4139,1292,392.9,1040116,7.2,184.5947952,38.5,37,40,Mid-Atlantic Region,2.76,53.2,14,67.1,6.1,77,53.70241078,5.281994667
172.7,3222,1302,401.9,909535,10.3,21.98925825,35.8,34,37.7,Mid-Atlantic Region,2.86,38.5,26.1,65.5,8.7,68.6,39.11619384,5.044283329
173.8,254,100,429.6,48904,7.5,0,43.5,42.7,44.1,Mid-Atlantic Region,2.75,57.4,29.9,65,5.3,80.3,62.34448122,5.627462015
181.5,433,180,423.2,111413,8.6,17.95122652,36.3,35.9,36.8,Mid-Atlantic Region,2.79,53.9,30.6,63.4,4.8,80.2,57.53732709,5.419453329
216.5,151,64,511.9,25768,25.5,0,37,36.2,38.6,Mid-Atlantic Region,2.26,32.3,43.2,54.1,8.2,56.2,37.85330948,5.312389693
161.9,280,111,454.6,37512,11.7,213.2650885,49,48.2,49.6,Mid-Atlantic Region,2.3,54,27.9,55.8,6.7,72.1,50.68079601,3.328451604
181,782,320,457,149585,13.8,73.53678511,40.4,39.1,41.9,Mid-Atlantic Region,2.5,49.4,38.1,56.5,8.5,68.9,49.83858598,5.93936457
204.3,564,221,532.1,102370,16.9,224.6751978,35.5,34.4,36.7,Mid-Atlantic Region,2.62,44.7,31.9,59,8.8,66.7,47.13293141,5.35618844
186.8,413,164,499.8,51540,11.9,0,49.1,47,50.2,Mid-Atlantic Region,2.45,50.7,31.6,53.1,9.9,67.4,50.84003273,5.625635809
226,3144,1419,497.2,621849,23.3,886.0671964,34.6,33.3,35.9,Mid-Atlantic Region,2.47,26.6,29.8,53.8,13.1,56.1,24.02463388,5.449538255
163,1892,685,505,214333,8.9,41.99073404,51.3,49.5,53,New England,2.24,53.2,24.9,55.8,7,74.2,49.56310834,3.521180903
157,860,313,464.3,127828,13,125.1681948,45.8,44.4,47.1,New England,2.22,45.6,31.7,57.4,8.9,70.7,43.45582911,4.573604784
189.6,53,24,430.5,11721,14,0,34.8,33.1,37.4,West South Central States,2.86,50,35,55.4,4.4,61.1,50.42492918,7.0703125
158,192,78,424.8,34765,15,0,42,37.6,45,West South Central States,2.68,48.3,31.3,51.9,5.1,64.6,52.59370817,5.054495913
139.1,595,243,332.2,269721,32.3,44.49041788,28.3,26.8,29.6,West South Central States,3.73,46.6,24.4,54.3,6,36,52.84922777,6.921416298
173.1,202,83,424.5,41486,16.8,0,37.3,35.7,37.9,West South Central States,2.77,49.5,33.6,58.9,6.6,54.7,47.5137372,5.69874932
193.7,32,14,434.9,5657,12,0,39,38.4,39.7,West South Central States,2.42,63.9,31.3,62.2,3.9,61,57.8281727,7.705934455
184.8,554,261,403.5,131705,19.3,83.51998785,34,32.1,36.6,West South Central States,2.45,45,32.4,52.4,6.1,63.6,45.97943305,6.108318631
181.5,78,30,480.2,13027,15.8,0,37.6,36.6,38.4,West South Central States,2.41,48.8,29.9,57.6,7.5,59.5,45.51036071,6.288032454
167.3,73,35,345.6,21903,38.8,0,32.3,30.8,35.2,West South Central States,3.51,44.3,35.5,31.7,11.5,27.2,52.81829642,4.799131379
152.8,176,74,368.3,47520,11,0,40.4,39.3,41.3,West South Central States,2.9,56,34.8,54.1,5.8,71.4,61.43309427,5.291214215
182.9,28,13,383,8005,13.5,124.9219238,33,32.7,33.4,West South Central States,2.84,55.5,31.2,58.5,2.5,58.4,55.2130898,7.146724418
180,248,113,389.3,62953,10,0,39.3,38.7,39.7,West South Central States,2.86,57.1,36.8,57.5,7.5,63.8,61.67647617,7.013024188
167.6,283,122,417,43356,15.4,0,48.2,47,49.9,West South Central States,2.57,55.4,34.7,45,8.9,61.7,57.30826693,6.943899568
158.8,31,12,412.1,8546,11.4,0,34.1,33.5,34.2,West South Central States,3.01,62.2,29.7,61.2,8.1,57.7,61.86285295,5.57582074
191.1,106,51,428,18270,16.4,0,41.9,39.7,44.6,West South Central States,2.54,58.1,35.9,57.5,5.6,58,58.00421644,6.038978864
112.5,41,13,340.9,14374,32.6,0,29.2,27,30.9,West South Central States,3.16,52.3,26,52.1,12.2,34.4,54.54947974,9.67556704
126.3,37,15,321,12235,31,163.4654679,30.5,29.1,32.7,West South Central States,3.26,40.2,27,48.6,12.2,32.9,42.01819686,4.962779156
168.7,27,11,421.4,6354,9.8,0,33,31.9,33.4,The Mountain States,2.84,60.8,37.2,62.8,3.8,76.6,59.8932859,12.66766021
137.3,171,62,377.6,52097,11.6,0,32,31.3,33,The Mountain States,3.08,63.7,32.5,59.8,6.3,79.3,68.57473787,8.779499824
104.1,295,80,376.1,120783,14.2,157.3069058,25,25.2,24.9,The Mountain States,3.19,56.1,21.9,54.1,5.5,78.2,64.39400308,7.221172023
155.9,102,38,433.1,20479,15.7,0,35.1,34.1,35.7,The Mountain States,2.61,54.3,26.9,57.8,7.4,70.6,52.6801744,8.165882856
119.3,1009,268,428.8,336043,7.2,5.951619287,30.2,29.4,30.9,The Mountain States,3.29,61.4,21.2,65.5,4.2,81.5,68.10336023,7.253229221
155.5,73,25,448.1,20862,11.6,0,30.2,30.5,30,The Mountain States,2.94,65,36,57.3,5.2,73.1,65.75840145,10.01338091
113.2,37,13,339,10370,12.9,0,34.5,34.3,34.8,The Mountain States,3.02,61.9,32.9,54.1,5.7,73.3,67.06315491,7.28003573
105.4,26,8,399,5009,12.2,0,39.6,38.3,43.6,The Mountain States,2.75,59.9,34.5,50.5,8.6,67.1,58.65219874,3.098290598
179.8,44,19,404.1,9516,15,0,39.1,37.9,39.5,The Mountain States,2.44,46.3,24.1,63.5,7.1,57.2,43.99577725,2.808716707
131.1,156,48,418,48368,22.1,310.122395,28.1,27.8,28.3,The Mountain States,3.07,54.2,24.7,56.3,10.5,63.8,58.66180855,9.572250479
136.9,34,12,392.3,10594,11.4,0,30,26.8,32.6,The Mountain States,3.29,59.4,35,61.7,3.8,70.6,67.64327109,6.440382942
129,39,14,398.9,7131,11.8,0,43.6,41.4,45.5,The Mountain States,2.55,55.9,28.8,55.7,7,64.5,51.45213338,4.954367666
131.6,49,19,361.5,12645,12.9,0,34.9,34.2,35.7,The Mountain States,2.98,62.7,29.1,60.2,4.3,65.9,65.40865385,8.884297521
138.7,33,11,380.5,11065,4.6,0,32.3,31.6,32.8,The Mountain States,3.4,69.2,24.4,54.1,6,80.6,78.07539683,6.102877071
166.4,9,4,347.2,2311,10.3,3894.418001,34.7,35.5,33,The Mountain States,3.57,62.4,37.6,46.2,6.2,66.6,70.78125,7.99086758
130.9,3540,1056,417.3,1107314,11.9,345.8820172,31.8,31.3,32.3,The Mountain States,3.03,52.1,22.8,66.9,5.8,73.1,54.8037466,6.633919132
123.9,35,16,261.1,15772,29.2,0,30.6,29.1,31.9,The Mountain States,3.75,44.4,31.5,46.7,8.4,45.4,54.065766,4.937906564
156.7,97,39,383.8,28778,17.1,0,30.5,30.8,29.9,The Mountain States,0.0313,54,27,47,8.3,69.4,67.19123757,5.587610082
154.2,93,35,417.4,20984,12.1,0,34.1,33.7,35,The Mountain States,2.9,59.6,33.7,55.5,5.9,66.3,62.82269504,9.947524527
123.6,142,32,432.7,39633,6.8,25.231499,38.2,37.8,38.4,The Mountain States,2.75,63.2,15.5,70.8,3.2,81.2,63.7754003,4.14207772
146.7,208,59,489.9,62952,8.1,0,30.7,30.5,30.8,The Mountain States,3.25,59.4,32.1,62.8,7.1,80.7,64.90258172,6.916426513
133.2,97,35,365.5,37928,9.6,0,29.7,29.3,30,The Mountain States,3.22,57.2,34.7,61.7,5.1,72,60.49540115,9.686539644
120.4,1251,361,394.9,575205,12.6,62.58638225,24.4,24.3,24.6,The Mountain States,3.62,58.8,16.8,54.1,5.5,78.3,71.12700722,8.614426925
114.5,81,20,432.5,29161,7.1,205.7542608,33,32.5,33.2,The Mountain States,3.27,59.1,20.7,66.2,4.7,75.6,64.6571958,3.613892365
124.8,672,223,408.4,155602,12.9,141.3863575,34.6,33.4,35.9,The Mountain States,2.99,59.4,24.6,52.5,7.7,63.9,63.41986917,6.593968853
129.3,12,4,366.9,2692,14.1,0,40.3,40.2,40.3,The Mountain States,2.74,67.3,25.3,61.2,2.1,68.2,66.35802469,11.13360324
134.2,858,275,417.9,243645,12.3,221.6339346,31.8,31.3,32.3,The Mountain States,2.94,54.5,29.1,54.1,6.3,72.9,56.7665373,7.55683473
173.3,192,76,436.9,37035,9.5,0,42.8,42.3,43.7,New England,2.38,50.3,32,63.2,5.8,68.2,53.44587054,4.669664476
176.1,261,100,488,36317,14.4,55.07062808,46.1,44.8,47.3,New England,2.25,51.3,30.7,59.3,5.7,61.9,49.07904835,3.885024281
184.3,188,76,476.2,30780,13.9,259.9090318,43.1,42.2,44.4,New England,2.43,49.5,36.1,58,7.2,60,48.8646537,3.307540586
159,737,252,463.7,161382,11,632.040748,36.3,35,38.1,New England,2.36,46,20.6,67,5,77.7,46.86919273,4.180500351
171.3,48,17,492.7,6163,19.6,0,48.8,49,48.6,New England,2.29,53.9,43.3,54.1,9.4,55.3,49.83339504,4.942339374
187.8,232,95,450.4,48799,9.1,0,39.9,39.1,40.9,New England,2.57,53.4,37.6,66.2,4.9,67.9,53.47605031,4.602473498
206.1,48,16,548.5,6861,9.1,0,47.1,47.4,46.8,New England,2.34,59.8,29.7,63.2,7.4,69.9,58.04384486,3.969883641
173.7,128,48,461.6,25235,12.6,118.8825045,40.5,40.3,40.8,New England,2.39,49.1,28.6,64.6,4.3,63.8,47.77908805,3.897685749
175.5,174,63,479.7,28899,12.8,34.60327347,45,43.8,46,New England,2.32,54.4,34.9,54.1,4.5,66.9,51.98386566,4.652301665
172,161,66,438.8,27100,16.2,0,44.8,43.7,45.8,New England,2.35,51.6,38.7,54.5,5.6,54.6,49.33928571,4.689807976
178.8,393,150,476,59736,13.5,100.4419446,45.5,44.3,46.9,New England,2.29,49.4,34.2,59.3,6.6,65.3,47.86519502,4.093296262
165.8,343,123,467.3,58612,11,443.5951682,43.2,41.7,44.7,New England,2.32,49.5,29.2,65,4.8,71.3,48.4375,2.874885005
183.7,274,112,463.3,43386,12.9,0,45.8,44.3,47.2,New England,2.21,50.7,30.7,60.9,6.8,63.7,47.13228735,3.546703589
160.4,369,133,461.9,55737,12.1,53.82421013,46.8,45.6,47.9,New England,2.25,53.4,31.7,60.7,5.1,66.3,49.80617783,4.807193498
216.2,221,106,479.4,32973,19.4,0,45.3,42.7,47.3,Mid-Atlantic Region,2.29,52.6,39.9,53.1,6.8,61.8,47.46794642,4.349749336
143.8,425,174,372.9,105703,9.1,113.5256331,38.6,36.9,40.4,Mid-Atlantic Region,2.45,51,18.2,57.6,3.8,81.9,52.90453762,5.043113678
189.5,98,50,401.8,15677,15.8,255.1508579,47.2,45.6,48.6,Mid-Atlantic Region,2.33,54.2,36.9,49.2,5.1,69.6,51.39359976,8.070065687
216.5,84,35,522.5,12903,12.9,0,45.8,41.2,48.4,Mid-Atlantic Region,2.68,57.5,34.1,55.1,5,68.7,61.56462585,6.59515296
183.9,181,81,427.4,31914,13.7,0,43.6,42.4,44.7,Mid-Atlantic Region,0.0248,50.1,35.7,54.1,6.6,68.8,50.96784514,5.278870946
178.9,86,36,432.6,15414,15.1,0,42.3,41.6,43.4,Mid-Atlantic Region,2.55,54.3,36.1,53.3,6.6,68,54.81369078,4.406073236
136.5,657,224,369.7,229164,8.5,30.54580999,33.9,33.8,34,Mid-Atlantic Region,2.24,42.9,8.3,74.4,3.7,85.7,37.6164403,5.34181797
167.1,391,163,408.9,74314,9.8,26.91282935,44.2,43,45.4,Mid-Atlantic Region,2.5,57.3,40.1,56.2,4.7,74.9,59.29662522,5.594450511
173,31,14,419.3,4470,11.5,0,48.3,45.8,49.4,Mid-Atlantic Region,2.1,55.1,38.9,60.7,6,74.8,47.34389562,8.043694141
220.5,44,20,472.2,6561,14.1,0,44.8,43.3,47.6,Mid-Atlantic Region,2.19,53.5,39.5,43.8,8.7,71.6,53.59602142,5.213270142
148.7,180,68,401.6,33347,7.8,0,46.4,45.5,47.2,Mid-Atlantic Region,2.55,61.4,35,59.9,4.6,82.5,63.82715093,3.635817308
165.3,104,39,463.4,16698,21.9,0,41.7,40.3,46.6,Mid-Atlantic Region,2.51,38.6,35.7,46,10.5,60,43.12035159,4.689366786
175.8,105,56,325.8,22776,23.2,0,45.5,43.1,47.9,Mid-Atlantic Region,2.37,51.6,34.4,35.9,10.6,51,51.54628257,6.462372316
191.8,82,39,390.1,17032,22.8,0,42.2,40.9,44.7,Mid-Atlantic Region,0.0268,43.5,43.5,45.6,11.2,59.7,50.72282706,3.636938646
160.1,267,115,384.7,55086,14.5,0,42.4,40.8,43.6,Mid-Atlantic Region,2.5,54.6,36.1,58,6,70.3,54.12785095,4.696595168
201.8,163,65,503.8,29984,11,0,39.1,38.3,40,Mid-Atlantic Region,2.48,51.7,36.7,57.9,8.6,70.1,51.58614403,4.384535624
172.5,168,78,390.6,29724,17,0,46.1,44.5,48.6,Mid-Atlantic Region,2.37,56.5,34.5,52.8,6.7,62.9,53.30729997,5.65626049
214.2,50,23,492.6,7040,13.1,0,48.6,47.6,49.4,Mid-Atlantic Region,2.47,44.7,39.3,54.6,8.2,67,45.2306625,4.814305365
182.2,76,33,434.4,12201,20.7,0,44.6,41.9,45.9,Mid-Atlantic Region,2.57,44.5,37.6,52.7,4.9,56.2,46.15710354,2.903225806
165,1557,496,497,335687,8.3,74.47413811,38.2,36.9,39.3,Mid-Atlantic Region,2.78,52.6,24.1,64.2,6.8,79.6,55.39611463,4.829985959
197.4,77,38,417.9,14363,8.2,0,45.7,44.2,46.7,Mid-Atlantic Region,2.55,50.7,28,59,6,75.4,50.21715527,6.678141136
169.4,29,13,389.7,5211,12.4,4221.838419,47.1,46.6,47.6,Mid-Atlantic Region,2.35,57.3,48.4,51.4,4.1,65.8,50.81300813,6.776556777
187.1,209,90,421.6,49432,11,20.22981065,38.9,37.9,39.6,Mid-Atlantic Region,2.83,55.9,34.1,59,7.3,72.7,58.08658795,4.025191676
179.2,56,24,436.4,9719,19,0,44.3,41.5,45.4,Mid-Atlantic Region,2.45,45.8,36.5,56.7,10.1,57.4,44.61615155,7.259953162
218.9,74,46,356.4,15115,21.3,0,43.4,42.4,44.5,Mid-Atlantic Region,2.43,55.5,35.6,39.7,8.4,57.7,53.65028203,6.491885144
185.4,138,60,414.5,27852,12.1,0,42.4,41.3,43.3,Mid-Atlantic Region,2.74,45.1,39.7,55.3,9.7,71.1,49.82392595,5.697445973
183.4,66,29,433.5,11130,14.5,0,44.8,45,44.5,Mid-Atlantic Region,2.53,45.4,38.5,57,8.5,67.2,46.16805171,1.972920696
126.9,3959,1229,381.8,1142234,6.7,153.208537,37.4,36.4,38.4,Mid-Atlantic Region,2.85,56,13,68.1,4.9,81.8,58.25617107,5.344658861
162.9,272,116,369.4,68782,7.4,43.61606234,41.5,40.6,42.4,Mid-Atlantic Region,2.84,57.5,28.5,64.8,5,80.7,62.43695698,5.083533771
138,78,30,372.4,15651,14.1,2875.215641,45.2,42.9,46.4,Mid-Atlantic Region,2.46,58.9,35.6,59.5,5.7,69.8,59.06553979,4.274857505
176.5,136,56,435.3,26235,7.9,0,41.6,40.3,42.9,Mid-Atlantic Region,2.5,58.6,28.4,57.4,5.2,80,60.1961379,5.34985643
162,316,124,422.8,56264,16.3,0,45,44.7,45.2,Mid-Atlantic Region,2.36,58.4,32,54,6.2,67.4,57.66095994,5.965766068
185.3,389,157,456.6,83199,7.7,0,40.1,39.1,41,Mid-Atlantic Region,2.72,57.4,30.5,63.9,5.2,75.7,60.09506026,5.175688509
189.4,94,46,403.8,16708,13.5,598.5156811,43.9,42.1,45,Mid-Atlantic Region,2.32,50.7,40,54.1,4.8,68.7,48.40940526,8.255410099
200.4,224,90,491.8,37143,9.7,26.92297337,43.6,42.3,44.8,Mid-Atlantic Region,2.57,57.9,33.9,57.8,4.7,76.4,58.1022409,4.308202154
153.4,138,43,486.9,22253,7.5,0,47.2,46.1,48.4,Mid-Atlantic Region,2.5,62.8,26.9,57.3,5,81.6,67.68532155,2.75862069
196,84,50,355.3,16012,19.9,0,47.6,47,48.6,Mid-Atlantic Region,2.24,55.2,41.1,47.6,9,56.6,49.24208977,6.072477963
